region,hotel_name,date,occupancy_rate,bookings,cancellations,revenue,stars
Djerba,Iberostar Mehari Djerba,2024-01-25,0.85,58,6,9048,4
Djerba,Vincci Helios Beach,2024-01-25,0.81,223,15,27206,4
Monastir,Hilton Skanes Monastir Beach,2024-01-25,0.98,110,8,35310,5
Monastir,One Resort Monastir,2024-01-25,0.7,143,12,15444,4
Monastir,Delphin El Habib,2024-01-25,0.55,168,15,14280,3
Tunis,Laico Tunis Hotel,2024-01-26,0.81,106,5,13674,4
Tunis,Hotel Africa Tunis,2024-01-26,0.9,80,7,10880,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-01-26,0.98,124,12,35836,5
Sousse,El Mouradi Palace,2024-01-26,0.89,68,3,9724,4
Sousse,Marhaba Beach Hotel,2024-01-26,0.83,210,9,32130,4
Sousse,Riadh Palms Resort,2024-01-26,0.7,56,4,6832,4
Hammamet,La Badira,2024-01-26,0.92,127,12,41783,5
Hammamet,Iberostar Averroes,2024-01-26,0.89,179,9,25776,4
Hammamet,Hasdrubal Thalassa & Spa,2024-01-26,0.98,163,14,36023,5
Djerba,Radisson Blu Palace Resort Djerba,2024-01-26,0.86,191,17,60547,5
Djerba,Iberostar Mehari Djerba,2024-01-26,0.72,140,9,19600,4
Djerba,Vincci Helios Beach,2024-01-26,0.8,90,5,12150,4
Monastir,Hilton Skanes Monastir Beach,2024-01-26,0.95,141,4,42018,5
Monastir,One Resort Monastir,2024-01-26,0.79,96,4,15072,4
Monastir,Delphin El Habib,2024-01-26,0.58,96,7,8160,3
Tunis,Laico Tunis Hotel,2024-01-27,0.88,61,2,9943,4
Tunis,Hotel Africa Tunis,2024-01-27,0.7,92,8,13524,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-01-27,0.92,161,10,39767,5
Sousse,El Mouradi Palace,2024-01-27,0.72,238,20,39270,4
Sousse,Marhaba Beach Hotel,2024-01-27,0.74,202,22,31512,4
Sousse,Riadh Palms Resort,2024-01-27,0.83,83,9,14940,4
Hammamet,La Badira,2024-01-27,0.9,209,19,45980,5
Hammamet,Iberostar Averroes,2024-01-27,0.68,192,18,19392,4
Hammamet,Hasdrubal Thalassa & Spa,2024-01-27,0.89,70,5,21910,5
Djerba,Radisson Blu Palace Resort Djerba,2024-01-27,0.89,117,8,25506,5
Djerba,Iberostar Mehari Djerba,2024-01-27,0.78,234,18,36972,4
Djerba,Vincci Helios Beach,2024-01-27,0.77,136,13,23936,4
Monastir,Hilton Skanes Monastir Beach,2024-01-27,0.83,145,12,27115,5
Monastir,One Resort Monastir,2024-01-27,0.81,108,7,12096,4
Monastir,Delphin El Habib,2024-01-27,0.67,147,10,14112,3
Tunis,Laico Tunis Hotel,2024-01-28,0.89,78,7,8736,4
Tunis,Hotel Africa Tunis,2024-01-28,0.92,228,22,23256,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-01-28,0.9,163,18,35534,5
Sousse,El Mouradi Palace,2024-01-28,0.9,169,5,23660,4
Sousse,Marhaba Beach Hotel,2024-01-28,0.71,150,5,25050,4
Sousse,Riadh Palms Resort,2024-01-28,0.74,118,3,20178,4
Hammamet,La Badira,2024-01-28,0.94,67,5,12596,5
Hammamet,Iberostar Averroes,2024-01-28,0.85,103,7,12772,4
Hammamet,Hasdrubal Thalassa & Spa,2024-01-28,0.9,171,7,31122,5
Djerba,Radisson Blu Palace Resort Djerba,2024-01-28,0.88,126,12,24822,5
Djerba,Iberostar Mehari Djerba,2024-01-28,0.84,220,10,35420,4
Djerba,Vincci Helios Beach,2024-01-28,0.76,196,19,27636,4
Monastir,Hilton Skanes Monastir Beach,2024-01-28,0.95,71,6,21229,5
Monastir,One Resort Monastir,2024-01-28,0.72,232,26,36424,4
Monastir,Delphin El Habib,2024-01-28,0.63,118,5,8614,3
Tunis,Laico Tunis Hotel,2024-01-29,0.72,79,9,12798,4
Tunis,Hotel Africa Tunis,2024-01-29,0.8,134,9,14204,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-01-29,0.9,163,6,34230,5
Sousse,El Mouradi Palace,2024-01-29,0.88,113,7,18419,4
Sousse,Marhaba Beach Hotel,2024-01-29,0.68,187,13,32912,4
Sousse,Riadh Palms Resort,2024-01-29,0.76,58,4,7482,4
Hammamet,La Badira,2024-01-29,0.9,148,17,27084,5
Hammamet,Iberostar Averroes,2024-01-29,0.71,85,6,13940,4
Hammamet,Hasdrubal Thalassa & Spa,2024-01-29,0.98,96,8,23616,5
Djerba,Radisson Blu Palace Resort Djerba,2024-01-29,0.98,63,5,20412,5
Djerba,Iberostar Mehari Djerba,2024-01-29,0.8,191,9,25021,4
Djerba,Vincci Helios Beach,2024-01-29,0.71,189,21,28917,4
Monastir,Hilton Skanes Monastir Beach,2024-01-29,0.9,69,2,19182,5
Monastir,One Resort Monastir,2024-01-29,0.73,154,17,17094,4
Monastir,Delphin El Habib,2024-01-29,0.59,200,10,19000,3
Tunis,Laico Tunis Hotel,2024-01-30,0.72,108,12,19332,4
Tunis,Hotel Africa Tunis,2024-01-30,0.82,121,4,19844,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-01-30,0.84,135,9,26460,5
Sousse,El Mouradi Palace,2024-01-30,0.7,55,5,7480,4
Sousse,Marhaba Beach Hotel,2024-01-30,0.92,81,4,9153,4
Sousse,Riadh Palms Resort,2024-01-30,0.69,107,5,17441,4
Hammamet,La Badira,2024-01-30,0.98,94,4,17014,5
Hammamet,Iberostar Averroes,2024-01-30,0.76,190,8,34200,4
Hammamet,Hasdrubal Thalassa & Spa,2024-01-30,0.98,113,8,25086,5
Djerba,Radisson Blu Palace Resort Djerba,2024-01-30,0.88,242,20,51788,5
Djerba,Iberostar Mehari Djerba,2024-01-30,0.69,196,19,27832,4
Djerba,Vincci Helios Beach,2024-01-30,0.88,209,6,27379,4
Monastir,Hilton Skanes Monastir Beach,2024-01-30,0.83,159,10,38001,5
Monastir,One Resort Monastir,2024-01-30,0.78,77,7,7700,4
Monastir,Delphin El Habib,2024-01-30,0.81,136,11,10744,3
Tunis,Laico Tunis Hotel,2024-01-31,0.84,75,5,11550,4
Tunis,Hotel Africa Tunis,2024-01-31,0.8,112,9,12656,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-01-31,0.87,93,8,21948,5
Sousse,El Mouradi Palace,2024-01-31,0.84,84,4,12684,4
Sousse,Marhaba Beach Hotel,2024-01-31,0.83,56,4,6440,4
Sousse,Riadh Palms Resort,2024-01-31,0.67,104,5,13936,4
Hammamet,La Badira,2024-01-31,0.92,229,22,51525,5
Hammamet,Iberostar Averroes,2024-01-31,0.87,209,24,25289,4
Hammamet,Hasdrubal Thalassa & Spa,2024-01-31,0.91,138,13,44298,5
Djerba,Radisson Blu Palace Resort Djerba,2024-01-31,0.85,88,8,18568,5
Djerba,Iberostar Mehari Djerba,2024-01-31,0.88,118,12,20886,4
Djerba,Vincci Helios Beach,2024-01-31,0.85,81,5,10287,4
Monastir,Hilton Skanes Monastir Beach,2024-01-31,0.84,104,11,20800,5
Monastir,One Resort Monastir,2024-01-31,0.71,196,20,25676,4
Monastir,Delphin El Habib,2024-01-31,0.76,187,21,17952,3
Tunis,Laico Tunis Hotel,2024-02-01,0.63,125,11,18250,4
Tunis,Hotel Africa Tunis,2024-02-01,0.7,144,5,25056,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-01,0.77,116,5,32132,5
Sousse,El Mouradi Palace,2024-02-01,0.63,193,14,32038,4
Sousse,Marhaba Beach Hotel,2024-02-01,0.7,169,11,18928,4
Sousse,Riadh Palms Resort,2024-02-01,0.75,175,18,19950,4
Hammamet,La Badira,2024-02-01,0.69,116,12,33060,5
Hammamet,Iberostar Averroes,2024-02-01,0.54,110,4,15400,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-01,0.79,98,3,27538,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-01,0.82,51,1,9741,5
Djerba,Iberostar Mehari Djerba,2024-02-01,0.65,62,3,7006,4
Djerba,Vincci Helios Beach,2024-02-01,0.57,195,21,29250,4
Monastir,Hilton Skanes Monastir Beach,2024-02-01,0.77,161,16,31556,5
Monastir,One Resort Monastir,2024-02-01,0.58,198,11,23562,4
Monastir,Delphin El Habib,2024-02-01,0.62,66,4,5478,3
Tunis,Laico Tunis Hotel,2024-02-02,0.75,92,9,10120,4
Tunis,Hotel Africa Tunis,2024-02-02,0.71,180,7,24480,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-02,0.79,150,7,34800,5
Sousse,El Mouradi Palace,2024-02-02,0.76,96,8,11904,4
Sousse,Marhaba Beach Hotel,2024-02-02,0.73,137,14,23153,4
Sousse,Riadh Palms Resort,2024-02-02,0.76,87,3,10875,4
Hammamet,La Badira,2024-02-02,0.68,93,5,29667,5
Hammamet,Iberostar Averroes,2024-02-02,0.62,59,2,6313,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-02,0.69,119,5,35581,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-02,0.81,100,7,26100,5
Djerba,Iberostar Mehari Djerba,2024-02-02,0.56,114,5,12882,4
Djerba,Vincci Helios Beach,2024-02-02,0.66,81,7,14337,4
Monastir,Hilton Skanes Monastir Beach,2024-02-02,0.8,46,4,11638,5
Monastir,One Resort Monastir,2024-02-02,0.75,196,8,27440,4
Monastir,Delphin El Habib,2024-02-02,0.5,53,3,5459,3
Tunis,Laico Tunis Hotel,2024-02-03,0.64,50,2,8700,4
Tunis,Hotel Africa Tunis,2024-02-03,0.56,128,11,17664,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-03,0.7,160,16,51680,5
Sousse,El Mouradi Palace,2024-02-03,0.66,185,17,24420,4
Sousse,Marhaba Beach Hotel,2024-02-03,0.68,72,4,8352,4
Sousse,Riadh Palms Resort,2024-02-03,0.55,170,18,25840,4
Hammamet,La Badira,2024-02-03,0.69,180,18,33840,5
Hammamet,Iberostar Averroes,2024-02-03,0.71,178,7,27768,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-03,0.76,98,8,31654,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-03,0.74,158,9,51666,5
Djerba,Iberostar Mehari Djerba,2024-02-03,0.57,184,18,20424,4
Djerba,Vincci Helios Beach,2024-02-03,0.6,66,4,6666,4
Monastir,Hilton Skanes Monastir Beach,2024-02-03,0.71,98,8,27538,5
Monastir,One Resort Monastir,2024-02-03,0.65,177,11,26196,4
Monastir,Delphin El Habib,2024-02-03,0.55,188,16,16920,3
Tunis,Laico Tunis Hotel,2024-02-04,0.73,81,8,13203,4
Tunis,Hotel Africa Tunis,2024-02-04,0.69,71,7,9585,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-04,0.68,107,7,21507,5
Sousse,El Mouradi Palace,2024-02-04,0.54,139,16,17792,4
Sousse,Marhaba Beach Hotel,2024-02-04,0.55,117,10,14391,4
Sousse,Riadh Palms Resort,2024-02-04,0.68,126,11,17514,4
Hammamet,La Badira,2024-02-04,0.78,169,18,40729,5
Hammamet,Iberostar Averroes,2024-02-04,0.57,135,11,21330,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-04,0.69,175,9,56525,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-04,0.74,45,3,11295,5
Djerba,Iberostar Mehari Djerba,2024-02-04,0.75,53,5,6943,4
Djerba,Vincci Helios Beach,2024-02-04,0.65,130,5,13910,4
Monastir,Hilton Skanes Monastir Beach,2024-02-04,0.71,131,8,44540,5
Monastir,One Resort Monastir,2024-02-04,0.74,138,14,21114,4
Monastir,Delphin El Habib,2024-02-04,0.59,194,21,18624,3
Tunis,Laico Tunis Hotel,2024-02-05,0.59,97,3,12513,4
Tunis,Hotel Africa Tunis,2024-02-05,0.73,147,5,21168,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-05,0.68,95,10,19950,5
Sousse,El Mouradi Palace,2024-02-05,0.63,187,16,23936,4
Sousse,Marhaba Beach Hotel,2024-02-05,0.67,164,8,25748,4
Sousse,Riadh Palms Resort,2024-02-05,0.74,73,4,10001,4
Hammamet,La Badira,2024-02-05,0.73,140,16,46900,5
Hammamet,Iberostar Averroes,2024-02-05,0.6,147,11,16611,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-05,0.85,112,7,22512,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-05,0.81,83,9,24236,5
Djerba,Iberostar Mehari Djerba,2024-02-05,0.62,137,8,23016,4
Djerba,Vincci Helios Beach,2024-02-05,0.55,97,5,13677,4
Monastir,Hilton Skanes Monastir Beach,2024-02-05,0.73,193,8,64655,5
Monastir,One Resort Monastir,2024-02-05,0.75,173,8,30621,4
Monastir,Delphin El Habib,2024-02-05,0.57,179,12,12709,3
Tunis,Laico Tunis Hotel,2024-02-06,0.64,47,3,5922,4
Tunis,Hotel Africa Tunis,2024-02-06,0.7,102,7,17442,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-06,0.73,131,13,28951,5
Sousse,El Mouradi Palace,2024-02-06,0.58,167,12,25384,4
Sousse,Marhaba Beach Hotel,2024-02-06,0.65,81,8,14580,4
Sousse,Riadh Palms Resort,2024-02-06,0.56,123,10,20049,4
Hammamet,La Badira,2024-02-06,0.81,92,10,27876,5
Hammamet,Iberostar Averroes,2024-02-06,0.69,164,8,29028,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-06,0.7,56,1,17696,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-06,0.71,137,5,39045,5
Djerba,Iberostar Mehari Djerba,2024-02-06,0.6,179,16,20406,4
Djerba,Vincci Helios Beach,2024-02-06,0.6,191,7,20628,4
Monastir,Hilton Skanes Monastir Beach,2024-02-06,0.72,124,11,41292,5
Monastir,One Resort Monastir,2024-02-06,0.69,94,5,10716,4
Monastir,Delphin El Habib,2024-02-06,0.51,142,13,12780,3
Tunis,Laico Tunis Hotel,2024-02-07,0.61,187,18,32351,4
Tunis,Hotel Africa Tunis,2024-02-07,0.59,140,16,24080,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-07,0.71,163,13,34230,5
Sousse,El Mouradi Palace,2024-02-07,0.76,164,5,20828,4
Sousse,Marhaba Beach Hotel,2024-02-07,0.74,114,8,19494,4
Sousse,Riadh Palms Resort,2024-02-07,0.69,108,9,11016,4
Hammamet,La Badira,2024-02-07,0.76,61,4,16287,5
Hammamet,Iberostar Averroes,2024-02-07,0.59,89,8,15842,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-07,0.81,54,4,17064,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-07,0.68,92,4,24196,5
Djerba,Iberostar Mehari Djerba,2024-02-07,0.68,154,14,17094,4
Djerba,Vincci Helios Beach,2024-02-07,0.65,180,8,29700,4
Monastir,Hilton Skanes Monastir Beach,2024-02-07,0.69,148,7,49432,5
Monastir,One Resort Monastir,2024-02-07,0.72,142,10,21868,4
Monastir,Delphin El Habib,2024-02-07,0.54,56,4,5152,3
Tunis,Laico Tunis Hotel,2024-02-08,0.59,127,9,22098,4
Tunis,Hotel Africa Tunis,2024-02-08,0.74,121,5,14399,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-08,0.75,145,16,35960,5
Sousse,El Mouradi Palace,2024-02-08,0.64,186,13,28644,4
Sousse,Marhaba Beach Hotel,2024-02-08,0.75,184,20,28888,4
Sousse,Riadh Palms Resort,2024-02-08,0.7,147,10,22491,4
Hammamet,La Badira,2024-02-08,0.75,140,5,37940,5
Hammamet,Iberostar Averroes,2024-02-08,0.6,142,8,22294,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-08,0.7,136,14,44880,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-08,0.79,81,8,24057,5
Djerba,Iberostar Mehari Djerba,2024-02-08,0.55,123,11,18204,4
Djerba,Vincci Helios Beach,2024-02-08,0.73,72,7,9000,4
Monastir,Hilton Skanes Monastir Beach,2024-02-08,0.78,172,16,58824,5
Monastir,One Resort Monastir,2024-02-08,0.73,153,16,15300,4
Monastir,Delphin El Habib,2024-02-08,0.67,117,9,7605,3
Tunis,Laico Tunis Hotel,2024-02-09,0.75,183,15,32757,4
Tunis,Hotel Africa Tunis,2024-02-09,0.57,158,7,19434,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-09,0.7,60,3,16800,5
Sousse,El Mouradi Palace,2024-02-09,0.56,183,13,23607,4
Sousse,Marhaba Beach Hotel,2024-02-09,0.64,145,12,15225,4
Sousse,Riadh Palms Resort,2024-02-09,0.65,192,7,26112,4
Hammamet,La Badira,2024-02-09,0.68,178,19,50730,5
Hammamet,Iberostar Averroes,2024-02-09,0.74,57,2,6897,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-09,0.85,118,5,24308,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-09,0.85,191,21,51952,5
Djerba,Iberostar Mehari Djerba,2024-02-09,0.7,195,12,31005,4
Djerba,Vincci Helios Beach,2024-02-09,0.64,161,9,20125,4
Monastir,Hilton Skanes Monastir Beach,2024-02-09,0.75,154,15,36806,5
Monastir,One Resort Monastir,2024-02-09,0.73,106,3,18656,4
Monastir,Delphin El Habib,2024-02-09,0.59,111,7,9324,3
Tunis,Laico Tunis Hotel,2024-02-10,0.71,112,5,12208,4
Tunis,Hotel Africa Tunis,2024-02-10,0.55,134,15,15946,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-10,0.72,179,7,61039,5
Sousse,El Mouradi Palace,2024-02-10,0.64,159,15,15900,4
Sousse,Marhaba Beach Hotel,2024-02-10,0.62,125,9,15125,4
Sousse,Riadh Palms Resort,2024-02-10,0.76,94,4,11186,4
Hammamet,La Badira,2024-02-10,0.85,195,7,48555,5
Hammamet,Iberostar Averroes,2024-02-10,0.56,175,17,21525,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-10,0.68,154,8,41734,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-10,0.8,92,6,19412,5
Djerba,Iberostar Mehari Djerba,2024-02-10,0.72,178,12,31328,4
Djerba,Vincci Helios Beach,2024-02-10,0.6,180,14,26100,4
Monastir,Hilton Skanes Monastir Beach,2024-02-10,0.69,172,15,48504,5
Monastir,One Resort Monastir,2024-02-10,0.59,53,3,7791,4
Monastir,Delphin El Habib,2024-02-10,0.53,153,5,14994,3
Tunis,Laico Tunis Hotel,2024-02-11,0.7,195,16,33150,4
Tunis,Hotel Africa Tunis,2024-02-11,0.75,191,14,30751,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-11,0.82,101,9,34542,5
Sousse,El Mouradi Palace,2024-02-11,0.61,168,7,29904,4
Sousse,Marhaba Beach Hotel,2024-02-11,0.75,117,4,19188,4
Sousse,Riadh Palms Resort,2024-02-11,0.56,172,5,17888,4
Hammamet,La Badira,2024-02-11,0.72,51,4,14127,5
Hammamet,Iberostar Averroes,2024-02-11,0.69,110,7,14520,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-11,0.84,68,7,22712,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-11,0.7,75,6,23025,5
Djerba,Iberostar Mehari Djerba,2024-02-11,0.72,153,15,21573,4
Djerba,Vincci Helios Beach,2024-02-11,0.75,133,9,20881,4
Monastir,Hilton Skanes Monastir Beach,2024-02-11,0.81,81,7,22437,5
Monastir,One Resort Monastir,2024-02-11,0.76,100,8,16300,4
Monastir,Delphin El Habib,2024-02-11,0.59,123,10,11931,3
Tunis,Laico Tunis Hotel,2024-02-12,0.73,66,6,9702,4
Tunis,Hotel Africa Tunis,2024-02-12,0.65,45,4,7650,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-12,0.69,79,4,17854,5
Sousse,El Mouradi Palace,2024-02-12,0.56,141,9,24675,4
Sousse,Marhaba Beach Hotel,2024-02-12,0.65,145,12,16385,4
Sousse,Riadh Palms Resort,2024-02-12,0.59,54,5,5670,4
Hammamet,La Badira,2024-02-12,0.77,146,11,51100,5
Hammamet,Iberostar Averroes,2024-02-12,0.75,187,13,25432,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-12,0.7,175,18,58450,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-12,0.85,85,4,17255,5
Djerba,Iberostar Mehari Djerba,2024-02-12,0.73,160,14,22560,4
Djerba,Vincci Helios Beach,2024-02-12,0.73,132,13,22044,4
Monastir,Hilton Skanes Monastir Beach,2024-02-12,0.68,164,18,48052,5
Monastir,One Resort Monastir,2024-02-12,0.71,124,13,22320,4
Monastir,Delphin El Habib,2024-02-12,0.46,183,7,13542,3
Tunis,Laico Tunis Hotel,2024-02-13,0.62,119,13,19754,4
Tunis,Hotel Africa Tunis,2024-02-13,0.68,126,5,20916,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-13,0.84,143,9,35035,5
Sousse,El Mouradi Palace,2024-02-13,0.54,99,9,10494,4
Sousse,Marhaba Beach Hotel,2024-02-13,0.6,157,9,18997,4
Sousse,Riadh Palms Resort,2024-02-13,0.75,63,7,6426,4
Hammamet,La Badira,2024-02-13,0.68,132,4,33924,5
Hammamet,Iberostar Averroes,2024-02-13,0.58,139,9,15846,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-13,0.75,169,5,51038,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-13,0.75,58,4,15196,5
Djerba,Iberostar Mehari Djerba,2024-02-13,0.64,179,14,25776,4
Djerba,Vincci Helios Beach,2024-02-13,0.63,107,6,10914,4
Monastir,Hilton Skanes Monastir Beach,2024-02-13,0.76,144,6,28512,5
Monastir,One Resort Monastir,2024-02-13,0.64,60,6,9840,4
Monastir,Delphin El Habib,2024-02-13,0.66,134,6,10720,3
Tunis,Laico Tunis Hotel,2024-02-14,0.7,187,14,23562,4
Tunis,Hotel Africa Tunis,2024-02-14,0.6,106,3,15052,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-14,0.84,74,3,14652,5
Sousse,El Mouradi Palace,2024-02-14,0.73,99,6,11385,4
Sousse,Marhaba Beach Hotel,2024-02-14,0.63,46,4,6670,4
Sousse,Riadh Palms Resort,2024-02-14,0.63,180,10,31500,4
Hammamet,La Badira,2024-02-14,0.69,85,5,23715,5
Hammamet,Iberostar Averroes,2024-02-14,0.71,77,3,9317,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-14,0.71,63,5,12978,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-14,0.82,57,3,19950,5
Djerba,Iberostar Mehari Djerba,2024-02-14,0.55,79,5,12719,4
Djerba,Vincci Helios Beach,2024-02-14,0.65,53,2,7526,4
Monastir,Hilton Skanes Monastir Beach,2024-02-14,0.78,162,11,49248,5
Monastir,One Resort Monastir,2024-02-14,0.73,55,3,9405,4
Monastir,Delphin El Habib,2024-02-14,0.47,139,12,13066,3
Tunis,Laico Tunis Hotel,2024-02-15,0.64,122,8,12810,4
Tunis,Hotel Africa Tunis,2024-02-15,0.65,155,13,26815,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-15,0.72,84,8,25284,5
Sousse,El Mouradi Palace,2024-02-15,0.62,139,5,17653,4
Sousse,Marhaba Beach Hotel,2024-02-15,0.72,54,2,6750,4
Sousse,Riadh Palms Resort,2024-02-15,0.69,160,5,27840,4
Hammamet,La Badira,2024-02-15,0.78,189,15,64449,5
Hammamet,Iberostar Averroes,2024-02-15,0.67,161,6,27692,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-15,0.69,168,16,35448,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-15,0.83,72,5,16128,5
Djerba,Iberostar Mehari Djerba,2024-02-15,0.68,174,13,29754,4
Djerba,Vincci Helios Beach,2024-02-15,0.62,172,19,27176,4
Monastir,Hilton Skanes Monastir Beach,2024-02-15,0.75,117,10,25506,5
Monastir,One Resort Monastir,2024-02-15,0.63,112,3,16240,4
Monastir,Delphin El Habib,2024-02-15,0.6,55,6,5060,3
Tunis,Laico Tunis Hotel,2024-02-16,0.74,98,9,14700,4
Tunis,Hotel Africa Tunis,2024-02-16,0.73,70,2,8470,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-16,0.74,48,1,14880,5
Sousse,El Mouradi Palace,2024-02-16,0.66,146,14,22922,4
Sousse,Marhaba Beach Hotel,2024-02-16,0.66,191,20,32088,4
Sousse,Riadh Palms Resort,2024-02-16,0.67,112,3,16912,4
Hammamet,La Badira,2024-02-16,0.74,60,4,19380,5
Hammamet,Iberostar Averroes,2024-02-16,0.56,70,7,9380,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-16,0.74,143,15,26026,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-16,0.76,163,5,42217,5
Djerba,Iberostar Mehari Djerba,2024-02-16,0.7,166,9,20252,4
Djerba,Vincci Helios Beach,2024-02-16,0.58,154,6,21868,4
Monastir,Hilton Skanes Monastir Beach,2024-02-16,0.81,89,10,20559,5
Monastir,One Resort Monastir,2024-02-16,0.59,66,2,8844,4
Monastir,Delphin El Habib,2024-02-16,0.64,100,10,6900,3
Tunis,Laico Tunis Hotel,2024-02-17,0.67,101,3,10201,4
Tunis,Hotel Africa Tunis,2024-02-17,0.71,175,10,19950,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-17,0.72,72,2,23976,5
Sousse,El Mouradi Palace,2024-02-17,0.69,58,4,10324,4
Sousse,Marhaba Beach Hotel,2024-02-17,0.61,141,10,15933,4
Sousse,Riadh Palms Resort,2024-02-17,0.54,171,17,26847,4
Hammamet,La Badira,2024-02-17,0.73,109,10,22890,5
Hammamet,Iberostar Averroes,2024-02-17,0.67,113,12,14238,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-17,0.7,188,17,54520,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-17,0.72,135,10,33075,5
Djerba,Iberostar Mehari Djerba,2024-02-17,0.7,72,2,11520,4
Djerba,Vincci Helios Beach,2024-02-17,0.72,91,6,16107,4
Monastir,Hilton Skanes Monastir Beach,2024-02-17,0.77,104,6,33072,5
Monastir,One Resort Monastir,2024-02-17,0.58,63,4,8001,4
Monastir,Delphin El Habib,2024-02-17,0.51,66,5,4158,3
Tunis,Laico Tunis Hotel,2024-02-18,0.64,180,16,26460,4
Tunis,Hotel Africa Tunis,2024-02-18,0.65,122,11,19520,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-18,0.78,133,13,41097,5
Sousse,El Mouradi Palace,2024-02-18,0.72,92,5,13524,4
Sousse,Marhaba Beach Hotel,2024-02-18,0.71,126,4,17388,4
Sousse,Riadh Palms Resort,2024-02-18,0.66,180,12,20340,4
Hammamet,La Badira,2024-02-18,0.73,108,10,28188,5
Hammamet,Iberostar Averroes,2024-02-18,0.68,122,8,17934,4
Hammamet,Hasdrubal Thalassa & Spa,2024-02-18,0.84,168,17,35280,5
Djerba,Radisson Blu Palace Resort Djerba,2024-02-18,0.85,49,2,8967,5
Djerba,Iberostar Mehari Djerba,2024-02-18,0.75,130,8,17680,4
Djerba,Vincci Helios Beach,2024-02-18,0.56,58,2,8816,4
Monastir,Hilton Skanes Monastir Beach,2024-02-18,0.79,132,11,32340,5
Monastir,One Resort Monastir,2024-02-18,0.73,94,7,14852,4
Monastir,Delphin El Habib,2024-02-18,0.58,61,6,4880,3
Tunis,Laico Tunis Hotel,2024-02-19,0.72,74,6,10582,4
Tunis,Hotel Africa Tunis,2024-02-19,0.69,146,5,24820,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-02-19,0.76,170,19,54230,5
Sousse,El Mouradi Palace,2024-02-19,0.76,193,21,32038,4
Sousse,Marhaba Beach Hotel,2024-02-19,0.63,45,4,8100,4
Sousse,Riadh Palms Resort,2024-02-19,0.73,153,14,27234,4
